source,modality,file_path,description
navigo_pointcalls,pkid,profiles/navigo_pointcalls_pkid.csv,Identifiant du pointcall
navigo_pointcalls,record_id,profiles/navigo_pointcalls_record_id.csv,record_id of the line extracted from navigocorpus
navigo_pointcalls,pointcall,profiles/navigo_pointcalls_pointcall.csv,Toponyme du port de départ
navigo_pointcalls,pointcall_uhgs_id,profiles/navigo_pointcalls_pointcall_uhgs_id.csv,Identifiant géogénéral du port de départ
navigo_pointcalls,toponyme_fr,profiles/navigo_pointcalls_toponyme_fr.csv,"Standardised name of the port, in French"
navigo_pointcalls,toponyme_en,profiles/navigo_pointcalls_toponyme_en.csv,"Standardised name of the port, in English"
navigo_pointcalls,latitude,profiles/navigo_pointcalls_latitude.csv,latitude
navigo_pointcalls,longitude,profiles/navigo_pointcalls_longitude.csv,longitude
navigo_pointcalls,pointcall_admiralty,profiles/navigo_pointcalls_pointcall_admiralty.csv,amirauté d'appartenance du port
navigo_pointcalls,pointcall_province,profiles/navigo_pointcalls_pointcall_province.csv,province d'appartenance du port
navigo_pointcalls,pointcall_states,profiles/navigo_pointcalls_pointcall_states.csv,"états d'appartenance structurés ainsi : un dictionnaire de couple de dates, état d'appartenance. Les 2 dates les plus extrêmes sont 1749 et 1815. 
Exemple : [{1749-1768 : République de Gênes}, {1768-1814 : France}]"
navigo_pointcalls,pointcall_substates,profiles/navigo_pointcalls_pointcall_substates.csv,"sous-états d'appartenance structurés ainsi : un dictionnaire de couple de dates, sous-état d'appartenance. Les 2 dates les plus extrêmes sont 1749 et 1815. Exemple :[{""1749-1794"" : ""colonies françaises d'Amérique""},{""1794-1802"" : ""colonies britanniques d'Amérique""},{""1802-1810"" : ""colonies françaises d'Amérique""},{""1810-1815"" : ""colonies britanniques d'Amérique. Ce sont des regroupements non officiels utiles à l'analyse permettant de distinguer les colonies par exemple ou les territoires annexés à des empires qui seront plus tard indépendants. "
navigo_pointcalls,pointcall_states_en,profiles/navigo_pointcalls_pointcall_states_en.csv,
navigo_pointcalls,pointcall_substates_en,profiles/navigo_pointcalls_pointcall_substates_en.csv,
navigo_pointcalls,state_1789_fr,profiles/navigo_pointcalls_state_1789_fr.csv,Etat d'appartenance en 1789 et en 1787 (aucun changement entre ces 2 dates)
navigo_pointcalls,state_1789_en,profiles/navigo_pointcalls_state_1789_en.csv,Etat d'appartenance en 1789 et en 1787 (aucun changement entre ces 2 dates) en anglais
navigo_pointcalls,substate_1789_fr,profiles/navigo_pointcalls_substate_1789_fr.csv,Sous-état (sous division comme une colonie par exemple) d'appartenance en 1789 et en 1787 (aucun changement entre ces 2 dates). Nomenclature utile pour analyser les flux commerciaux.
navigo_pointcalls,substate_1789_en,profiles/navigo_pointcalls_substate_1789_en.csv,Sous-état (sous division comme une colonie par exemple) d'appartenance en 1789 et en 1787 (aucun changement entre ces 2 dates) en anglais. Nomenclature utile pour analyser les flux commerciaux.
navigo_pointcalls,source_1787_available,profiles/navigo_pointcalls_source_1787_available.csv,"Vrai si on dispose des registres de ce port en 1787 (qui était oblique), faux sinon (le port est oblique, mais il n'a pas de registre pour 1787)"
navigo_pointcalls,source_1789_available,profiles/navigo_pointcalls_source_1789_available.csv,"Vrai si on dispose des registres de ce port en 1789 (qui était oblique), faux sinon (le port est oblique, mais il n'a pas de registre pour 1789)"
navigo_pointcalls,pointcall_status,profiles/navigo_pointcalls_pointcall_status.csv,oblique | siège d'amirauté | rien
navigo_pointcalls,shiparea,profiles/navigo_pointcalls_shiparea.csv,Shipping area telle que calculée par J-P. Dedieu (mer ou ocean et région côtière du point)
navigo_pointcalls,pointcall_point,profiles/navigo_pointcalls_pointcall_point.csv,WKT point en EPSG 3857
navigo_pointcalls,ferme_direction,profiles/navigo_pointcalls_ferme_direction.csv,Direction des Fermes à laquelle le port appartient en 1789
navigo_pointcalls,ferme_bureau,profiles/navigo_pointcalls_ferme_bureau.csv,Bureau des Fermes auquel le port appartient en 1789
navigo_pointcalls,ferme_bureau_uncertainty,profiles/navigo_pointcalls_ferme_bureau_uncertainty.csv,"Incertitude concernant le Bureau des Fermes auquel le port appartient en 1789. 0 si certain, -1 sinon. "
navigo_pointcalls,partner_balance_1789,profiles/navigo_pointcalls_partner_balance_1789.csv,"Désignation du pays étranger auquel se rattache ce port, suivant les sources toflit'18 (Balance du commerce en 1789 SANS ANOM - Archives Nationales d'Outrer-Mer)"
navigo_pointcalls,partner_balance_supp_1789,profiles/navigo_pointcalls_partner_balance_supp_1789.csv,"Désignation suivant autre nomenclature (Etranger/France-Sénégal-colonies Françaises) de la destination étrangère auquelle se rattache ce port, suivant les sources toflit'18 (Balance du commerce en 1789. Source  ANOM - Archives Nationales d'Outrer-Mer dans Toflit'18. )"
navigo_pointcalls,partner_balance_1789_uncertainty,profiles/navigo_pointcalls_partner_balance_1789_uncertainty.csv,"Incertitude concernant la désignation du pays étranger auquel se rattache ce port, suivant les sources toflit'18 (Balance du commerce en 1789)"
navigo_pointcalls,partner_balance_supp_1789_uncertainty,profiles/navigo_pointcalls_partner_balance_supp_1789_uncertainty.csv,"Incertitude concernant la désignation du pays étranger suivant seconde nomenclature (supp) auquel se rattache ce port, suivant les sources toflit'18 (Balance du commerce en 1789)"
navigo_pointcalls,pointcall_out_date,profiles/navigo_pointcalls_pointcall_out_date.csv,Date de sortie telle que écrite dans la source
navigo_pointcalls,pointcall_action,profiles/navigo_pointcalls_pointcall_action.csv,In | In-Out | Out | Transit | Loading | Captured | …
navigo_pointcalls,outdate_fixed,profiles/navigo_pointcalls_outdate_fixed.csv,Date transformée si renseignée de l'observation au départ : yyyy-MM-DD
navigo_pointcalls,pointcall_in_date,profiles/navigo_pointcalls_pointcall_in_date.csv,Date d'arrivée telle que écrite dans la source
navigo_pointcalls,indate_fixed,profiles/navigo_pointcalls_indate_fixed.csv,Date transformée si renseignée de l'observation à la destination : yyyy-MM-DD
navigo_pointcalls,net_route_marker,profiles/navigo_pointcalls_net_route_marker.csv,"A ou Z. Si Z, ne pas garder pour composer la route"
navigo_pointcalls,pointcall_function,profiles/navigo_pointcalls_pointcall_function.csv,"Anciennement, O = point d’observation, T = Terminus (dernier point mentionné dans l’itinéraire futur déclaré), A  = premier point mentionné dans l’itinéraire passé. 
NB : ce champ n’est plus prévu pour la saisie. Le nouveau champ qui remplace est « data_block_leader_marker » et désormais O devient A ; T reste T.  A devient I ? AUCUN I vu dans la colonne. Que des O ou des A. Pas de T"
navigo_pointcalls,navigo_status,profiles/navigo_pointcalls_navigo_status.csv,"Passé, ou futur par rapport au point d’observation. Plus intention non realise “J’aurais voulu aller à Malte… mais j’ai été capturé avant »
P | C -        CO
F | A -        ML
   | G -        RF
   | M -        RC
   | S -        RS
   | U -        TT
Voir http://navigocorpus.org/iDocuments/Documents/Brief%20manual%20of%20use%20for%20Navigocorpus%20database.pdf "
navigo_pointcalls,ship_name,profiles/navigo_pointcalls_ship_name.csv,Nom du navire tel que lu dans la source
navigo_pointcalls,ship_id,profiles/navigo_pointcalls_ship_id.csv,Codage pour identifier le navire uniquement à travers plusieurs déclarations dans les sources
navigo_pointcalls,tonnage,profiles/navigo_pointcalls_tonnage.csv,"Tonnage du navire, noté en réel (virgule pour décimales).  
 1 tonneau = 24 quintaux, donc les valeurs de Marseille exprimés généralement en quintaux doivent être converties en tonneaux en divisant par 24
Mail Silvia du 29 janvier 2020 : Oui mais En faisant attention que l'unité de mesure exprimée soit le quintal car on a également rapporté à Marseille les tonnages en tonneaux de navires identifiés dans d'autres ports."
navigo_pointcalls,tonnage_unit,profiles/navigo_pointcalls_tonnage_unit.csv,"Unité du tonnage. 46 valeurs différentes.  A harmoniser
1 tonneau = 24 quintaux, donc les valeurs de Marseille exprimés généralement en quintaux doivent être converties en tonneaux en divisant par 24"
navigo_pointcalls,flag,profiles/navigo_pointcalls_flag.csv,"Pavillon du navire, tel que lu dans la source --> afficher etat d'appartenance dans la viz (celui du homeport)"
navigo_pointcalls,class,profiles/navigo_pointcalls_class.csv,Catégorie de navire (telle que lue dans la source) 
navigo_pointcalls,ship_flag_id,profiles/navigo_pointcalls_ship_flag_id.csv,identifier of the flag
navigo_pointcalls,in_crew,profiles/navigo_pointcalls_in_crew.csv,Nombre d'équipage embarqué sur un bateau entrant
navigo_pointcalls,homeport,profiles/navigo_pointcalls_homeport.csv,Port d'attache du navire
navigo_pointcalls,homeport_uhgs_id,profiles/navigo_pointcalls_homeport_uhgs_id.csv,Identifiant géogénéral du port d'attache
navigo_pointcalls,homeport_toponyme_fr,profiles/navigo_pointcalls_homeport_toponyme_fr.csv,"Standardised name of the homeport, in French"
navigo_pointcalls,homeport_toponyme_en,profiles/navigo_pointcalls_homeport_toponyme_en.csv,"Standardised name of the homeport, in English"
navigo_pointcalls,homeport_latitude,profiles/navigo_pointcalls_homeport_latitude.csv,latitude
navigo_pointcalls,homeport_longitude,profiles/navigo_pointcalls_homeport_longitude.csv,longitude
navigo_pointcalls,homeport_admiralty,profiles/navigo_pointcalls_homeport_admiralty.csv,amirauté d'appartenance du port
navigo_pointcalls,homeport_province,profiles/navigo_pointcalls_homeport_province.csv,province d'appartenance du port
navigo_pointcalls,homeport_states,profiles/navigo_pointcalls_homeport_states.csv,"états d'appartenance structurés ainsi : un dictionnaire de couple de dates, état d'appartenance. Les 2 dates les plus extrêmes sont 1749 et 1815. 
Exemple : [{1749-1768 : République de Gênes}, {1768-1814 : France}]"
navigo_pointcalls,homeport_substates,profiles/navigo_pointcalls_homeport_substates.csv,"sous-états d'appartenance structurés ainsi : un dictionnaire de couple de dates, sous-état d'appartenance. Les 2 dates les plus extrêmes sont 1749 et 1815. Exemple :[{""1749-1794"" : ""colonies françaises d'Amérique""},{""1794-1802"" : ""colonies britanniques d'Amérique""},{""1802-1810"" : ""colonies françaises d'Amérique""},{""1810-1815"" : ""colonies britanniques d'Amérique"
navigo_pointcalls,homeport_states_en,profiles/navigo_pointcalls_homeport_states_en.csv,"States of belonging for  homeport between 1749 and 1815 in English It is a dictionary, keyed by a couple of date, giving the belonging state. Extrem dates are 1749 and 1815 by default. Example : [{1749-1768 : République de Gênes}, {1768-1814 : France}].
The substate is not an 'Official' one but rather used to distinguish colonies from metropoles for instance."
navigo_pointcalls,homeport_substates_en,profiles/navigo_pointcalls_homeport_substates_en.csv,"Substates of belonging  for  homeport between 1749 and 1815  in English It is a dictionary, keyed by a couple of date, giving the belonging state. Extrem dates are 1749 and 1815 by default. Example : [{""1749-1794"" : ""colonies françaises d'Amérique""},{""1794-1802"" : ""colonies britanniques d'Amérique""},{""1802-1810"" : ""colonies françaises d'Amérique""},{""1810-1815"" : ""colonies britanniques d'Amérique""}]
The substate is not an 'Official' one but rather used to distinguish colonies from metropoles for instance."
navigo_pointcalls,homeport_state_1789_fr,profiles/navigo_pointcalls_homeport_state_1789_fr.csv,Etat d'appartenance en 1789 et en 1787 (aucun changement entre ces 2 dates)
navigo_pointcalls,homeport_state_1789_en,profiles/navigo_pointcalls_homeport_state_1789_en.csv,Etat d'appartenance en 1789 et en 1787 (aucun changement entre ces 2 dates) en anglais
navigo_pointcalls,homeport_substate_1789_fr,profiles/navigo_pointcalls_homeport_substate_1789_fr.csv,Sous-état (sous division comme une colonie par exemple) d'appartenance en 1789 et en 1787 (aucun changement entre ces 2 dates). Nomenclature utile pour analyser les flux commerciaux.
navigo_pointcalls,homeport_substate_1789_en,profiles/navigo_pointcalls_homeport_substate_1789_en.csv,Sous-état (sous division comme une colonie par exemple) d'appartenance en 1789 et en 1787 (aucun changement entre ces 2 dates) en anglais. Nomenclature utile pour analyser les flux commerciaux.
navigo_pointcalls,homeport_source_1787_available,profiles/navigo_pointcalls_homeport_source_1787_available.csv,"Vrai si on dispose des registres de ce port en 1787 (qui était oblique), faux sinon (le port est oblique, mais il n'a pas de registre pour 1787)"
navigo_pointcalls,homeport_source_1789_available,profiles/navigo_pointcalls_homeport_source_1789_available.csv,"Vrai si on dispose des registres de ce port en 1789 (qui était oblique), faux sinon (le port est oblique, mais il n'a pas de registre pour 1789)"
navigo_pointcalls,homeport_status,profiles/navigo_pointcalls_homeport_status.csv,oblique | siège d'amirauté
navigo_pointcalls,homeport_shiparea,profiles/navigo_pointcalls_homeport_shiparea.csv,Shipping area telle que calculée par J-P. Dedieu (mer ou ocean et région côtière du point)
navigo_pointcalls,homeport_point,profiles/navigo_pointcalls_homeport_point.csv,WKT point en EPSG 3857
navigo_pointcalls,homeport_ferme_direction,profiles/navigo_pointcalls_homeport_ferme_direction.csv,Direction des Fermes à laquelle le port d'attache du navire appartient en 1789
navigo_pointcalls,homeport_ferme_bureau,profiles/navigo_pointcalls_homeport_ferme_bureau.csv,Bureau des Fermes auquel le port d'attache du navire appartient en 1789
navigo_pointcalls,homeport_ferme_bureau_uncertainty,profiles/navigo_pointcalls_homeport_ferme_bureau_uncertainty.csv,"Incertitude concernant le Bureau des Fermes auquel le port d'attache du navire appartient en 1789. 0 si certain, -1 sinon. "
navigo_pointcalls,homeport_partner_balance_1789,profiles/navigo_pointcalls_homeport_partner_balance_1789.csv,"Désignation du pays étranger auquel se rattache ce port d'attache du navire , suivant les sources toflit'18 (Balance du commerce en 1789 SANS ANOM - Archives Nationales d'Outrer-Mer)"
navigo_pointcalls,homeport_partner_balance_supp_1789,profiles/navigo_pointcalls_homeport_partner_balance_supp_1789.csv,"Désignation suivant autre nomenclature (Etranger/France-Sénégal-colonies Françaises) de la destination étrangère auquelle se rattache ce port d'attache du navire , suivant les sources toflit'18 (Balance du commerce en 1789. Source  ANOM - Archives Nationales d'Outrer-Mer dans Toflit'18. )"
navigo_pointcalls,homeport_partner_balance_1789_uncertainty,profiles/navigo_pointcalls_homeport_partner_balance_1789_uncertainty.csv,"Incertitude concernant la désignation du pays étranger auquel se rattache ce port d'attache du navire , suivant les sources toflit'18 (Balance du commerce en 1789)"
navigo_pointcalls,homeport_partner_balance_supp_1789_uncertainty,profiles/navigo_pointcalls_homeport_partner_balance_supp_1789_uncertainty.csv,"Incertitude concernant la désignation du pays étranger suivant seconde nomenclature (supp) auquel se rattache ce port d'attache du navire , suivant les sources toflit'18 (Balance du commerce en 1789)"
navigo_pointcalls,source_doc_id,profiles/navigo_pointcalls_source_doc_id.csv,Identifiant du document source
navigo_pointcalls,source_text,profiles/navigo_pointcalls_source_text.csv,Nom complet du document source
navigo_pointcalls,source_suite,profiles/navigo_pointcalls_source_suite.csv,Marseille | G5
navigo_pointcalls,source_component,profiles/navigo_pointcalls_source_component.csv,Composante de la source
navigo_pointcalls,source_number,profiles/navigo_pointcalls_source_number.csv,Numero de page ou d'entrée dans le registre
navigo_pointcalls,source_other,profiles/navigo_pointcalls_source_other.csv,"Autre information (foliot, ou autre)"
navigo_pointcalls,source_main_port_uhgs_id,profiles/navigo_pointcalls_source_main_port_uhgs_id.csv,Identifiant du port le plus cité en O de la source
navigo_pointcalls,source_main_port_toponyme,profiles/navigo_pointcalls_source_main_port_toponyme.csv,Nom du port le plus cité en O de la source
navigo_pointcalls,source_subset,profiles/navigo_pointcalls_source_subset.csv,"Sous-ensemble de la source fabriqué pour besoin d'analyse : 'Registre du petit cabotage (1786-1787)' à Marseille, Expéditions \""coloniales\"" Marseille (1789), Santé Marseille, 'Poitou_1789'"
navigo_pointcalls,captain_id,profiles/navigo_pointcalls_captain_id.csv,Identifiant du capitaine
navigo_pointcalls,captain_name,profiles/navigo_pointcalls_captain_name.csv,"Nom du capitaine, suivi du prénom, comme dans la source"
navigo_pointcalls,birthplace,profiles/navigo_pointcalls_birthplace.csv,"Lieu d'origine du capitaine. Exemples : ""Quinto"", ""Dunkerquois"", ""NAntes"", ""Isle Rousse"""
navigo_pointcalls,status,profiles/navigo_pointcalls_status.csv,Titre du capitaine à bord. Type énuméré à NORMALISER.
navigo_pointcalls,citizenship,profiles/navigo_pointcalls_citizenship.csv,"Nationalité du capitaine inscrite par l'historien.   Exemples : ""([Tuscan])"", ""([Ragusan])"", ""([Napolitano])"", ""([Genoese])"""
navigo_pointcalls,commodity_purpose,profiles/navigo_pointcalls_commodity_purpose.csv,Chose (item) transportée ou l’objet du voyage (si pêche par exemple). Telle que saisie. 
navigo_pointcalls,commodity_id,profiles/navigo_pointcalls_commodity_id.csv,Identifiant du produit dans la base (exemple : sucre est codé 00000147)
navigo_pointcalls,quantity,profiles/navigo_pointcalls_quantity.csv,Quantité de marchandise telle que exprimée par la source  : 3 balles de coton à 3
navigo_pointcalls,quantity_u,profiles/navigo_pointcalls_quantity_u.csv,Unité de la quantité de marchandise telle que exprimée par la source  : 3 balles de coton à balles
navigo_pointcalls,commodity_standardized,profiles/navigo_pointcalls_commodity_standardized.csv,Nom de la chose standardisée en anglais et au singulier. Oil (olive) Nouvelle traduction de Silvia (8 fev 2021)
navigo_pointcalls,commodity_standardized_fr,profiles/navigo_pointcalls_commodity_standardized_fr.csv,Nom de la chose standardisée en français et au singulier. Oil (olive)
navigo_pointcalls,commodity_permanent_coding,profiles/navigo_pointcalls_commodity_permanent_coding.csv,"Méta catégorie (un agrégat). Pour les poissons par exemple
Manque produit coloniaux.
Value: looked up from the Dictionary of commodities
"
navigo_pointcalls,all_cargos,profiles/navigo_pointcalls_all_cargos.csv,"Tableau des cargaisons : [{commodity_purpose:, commodity_id:, quantity:, quantity_u, commodity_standardized:, commodity_permanent_coding:}, …{}]"
navigo_pointcalls,tax_concept,profiles/navigo_pointcalls_tax_concept.csv,nom de la taxe (ex: droit de congé)
navigo_pointcalls,payment_date,profiles/navigo_pointcalls_payment_date.csv,Date de paiement de la taxe
navigo_pointcalls,q01,profiles/navigo_pointcalls_q01.csv,chiffre payé de la  première unité de monnaie (exeple: livre tournois
navigo_pointcalls,q01_u,profiles/navigo_pointcalls_q01_u.csv,nom de l'unité (livre tournois)
navigo_pointcalls,q02,profiles/navigo_pointcalls_q02.csv,chiffre payé de la  deuxième unité de monnaie (exeple: sous tournois)
navigo_pointcalls,q02_u,profiles/navigo_pointcalls_q02_u.csv,nom de l'unité (sous tournois)
navigo_pointcalls,q03,profiles/navigo_pointcalls_q03.csv,chiffre payé de la  3e unité de monnaie (exeple: deniers tournois)
navigo_pointcalls,q03_u,profiles/navigo_pointcalls_q03_u.csv,nom de l'unité (deniers tournois)
navigo_pointcalls,all_taxes,profiles/navigo_pointcalls_all_taxes.csv,"Tableau des taxes : [{tax_concept:,payment_date:, q01:, q01_u:, q02:, q02_u:, q03:, q03_u:}, …{}]"
navigo_pointcalls,ship_uncertainity,profiles/navigo_pointcalls_ship_uncertainity.csv,"  0 si aucun doute concernant l'identifiant du navire ship_id, 
-1 si doutes (non concordance du ship_name et du captain_name et du homeport_uhgs_id à la fois)
 -3 si pointcall_uncertainity 
-4 si manquant"
navigo_pointcalls,tonnage_uncertainity,profiles/navigo_pointcalls_tonnage_uncertainity.csv,"0 si pas de gros doute 
-1 si divergence forte entre les tonnages du même navire, même en prenant en compte la surévaluation de Marennes et Nantes, et en ignorant les petits tonneaux
-2 si déduit par l'identification d'un navire et recopie du tonnage le plus fréquent du navire identifié
-3 si  contredit par l'analyse
-4 si manquant"
navigo_pointcalls,flag_uncertainity,profiles/navigo_pointcalls_flag_uncertainity.csv,"missing : -4, contredit :-3, déduit [] : -2, () : -1, sans doute : 0 - concernant le pavillon (ship_flag_id)"
navigo_pointcalls,homeport_uncertainity,profiles/navigo_pointcalls_homeport_uncertainity.csv,"missing : -4, contredit :-3, déduit [] : -2, () : -1, sans doute : 0 -concernant le port d'attache (homeport_uhgs_id)"
navigo_pointcalls,pointcall_uncertainity,profiles/navigo_pointcalls_pointcall_uncertainity.csv,"0 si status like PC%,  
-1 si status like  FC%  et que pointcall_function différent de 'O' (Observé); 
-2 si status like  PU% ,  
-3 si contradiction lors de l'étude d'un trajet d'un navire entre le point précédent (Z) et le point suivant (net_route_marker = A et point Observé et status like PC%) "
navigo_pointcalls,captain_uncertainity,profiles/navigo_pointcalls_captain_uncertainity.csv,"missing : -4, contredit :-3, déduit [] : -2, () : -1, sans doute : 0 - concernant l'identifiant du capitaine captain_id"
navigo_pointcalls,cargo_uncertainity,profiles/navigo_pointcalls_cargo_uncertainity.csv,"manquant : -4, contredits (le navire n'y est pas allé) : -3, déduits [] : -2, doute : -1, certains 0"
navigo_pointcalls,taxe_uncertainity,profiles/navigo_pointcalls_taxe_uncertainity.csv,"manquant : -4, contredits (le navire n'y est pas allé) : -3, déduits [] : -2, doute : -1, certains 0"
navigo_pointcalls,pointcall_in_date2,profiles/navigo_pointcalls_pointcall_in_date2.csv,
navigo_pointcalls,pointcall_out_date2,profiles/navigo_pointcalls_pointcall_out_date2.csv,
navigo_pointcalls,date_fixed,profiles/navigo_pointcalls_date_fixed.csv,"Date exacte de visite du port si connue (déduite de outdate et indate : coalesce(p.outdate_fixed, p.indate_fixed)"
navigo_pointcalls,pointcall_rankfull,profiles/navigo_pointcalls_pointcall_rankfull.csv,"Rang de visite d'un port du navire, toutes sources confondues; 1 est le premier."
navigo_pointcalls,ship_flag_standardized_fr,profiles/navigo_pointcalls_ship_flag_standardized_fr.csv,"Translation in French of the flag of the ship, based on the ship_flag_id"
